FlightDate,Reporting_Airline,Origin,Dest,Tail_Number,CRSDepTime,DayOfWeek,Distance,ArrDelayMinutes,Cancelled
2023-03-15,NK,ORD,DFW,N378DL,0900,3,420,0.0,0
2023-03-15,B6,ORD,MSP,N238DL,1100,3,652,1.3,0
2023-03-15,B6,ATL,MIA,N287DL,0600,3,2189,0.0,0
2023-03-15,B6,BOS,MSP,N144DL,1900,3,659,5.3,0
2023-03-15,UA,DFW,ORD,N307DL,1900,3,842,0.0,0
2023-03-15,B6,ORD,DFW,N257DL,0700,3,759,43.8,0
2023-03-15,DL,MIA,SEA,N306DL,1000,3,1865,0.0,0
2023-03-15,AA,LAX,DFW,N114DL,1700,3,2337,0.0,0
2023-03-15,DL,DEN,MSP,N371DL,0600,3,1909,0.0,0
2023-03-15,DL,MIA,ORD,N167DL,0600,3,1904,3.3,0
2023-03-15,NK,BOS,LAX,N268DL,2000,3,2293,8.1,0
2023-03-15,WN,ATL,LAX,N295DL,2100,3,479,3.6,0
2023-03-15,UA,ORD,JFK,N240DL,0500,3,424,0.0,0
2023-03-15,B6,JFK,SEA,N302DL,0500,3,1403,0.6,0
2023-03-15,AA,DEN,MSP,N109DL,0800,3,909,0.0,0
2023-03-15,DL,DFW,JFK,N388DL,0600,3,1979,0.0,0
2023-03-15,B6,DEN,BOS,N326DL,0900,3,2494,4.1,0
2023-03-15,UA,JFK,SEA,N333DL,1700,3,611,10.3,0
2023-03-15,WN,ORD,DFW,N329DL,0800,3,1832,0.0,0
2023-03-15,B6,DEN,LAX,N116DL,0600,3,202,29.2,0
2023-03-15,NK,ORD,MSP,N167DL,1700,3,284,3.3,0
2023-03-15,AA,MIA,MSP,N264DL,1600,3,342,38.4,0
2023-03-15,DL,DFW,MIA,N199DL,2100,3,754,0.0,0
2023-03-15,B6,BOS,MIA,N135DL,1800,3,564,0.0,0
2023-03-15,B6,MSP,SEA,N393DL,0500,3,556,0.0,0
2023-03-15,B6,JFK,SEA,N116DL,1800,3,432,0.0,0
2023-03-15,NK,ATL,JFK,N197DL,0900,3,1060,0.2,0
2023-03-15,AA,LAX,MIA,N231DL,1200,3,2354,0.3,0
2023-03-15,B6,DFW,BOS,N209DL,0900,3,1309,0.0,0
2023-03-15,NK,SEA,DFW,N237DL,0600,3,1748,0.0,0
2023-03-16,DL,SEA,DEN,N222DL,2000,4,879,62.1,0
2023-03-16,NK,DEN,LAX,N213DL,0700,4,2313,1.4,0
2023-03-16,UA,ORD,ATL,N324DL,2100,4,497,0.2,0
2023-03-16,WN,MIA,BOS,N166DL,2000,4,2249,0.0,0
2023-03-16,NK,MIA,JFK,N241DL,1800,4,584,0.0,0
2023-03-16,NK,LAX,DFW,N239DL,1900,4,1630,56.4,0
2023-03-16,B6,ORD,JFK,N296DL,1600,4,1282,5.6,0
2023-03-16,B6,SEA,ORD,N130DL,0600,4,1666,0.0,0
2023-03-16,DL,LAX,DEN,N160DL,1300,4,691,2.0,0
2023-03-16,DL,ORD,ATL,N249DL,1000,4,2350,0.0,0
2023-03-16,UA,BOS,JFK,N170DL,1600,4,591,0.8,0
2023-03-16,DL,BOS,LAX,N124DL,2100,4,593,0.0,0
2023-03-16,NK,JFK,MSP,N247DL,0800,4,1313,0.0,0
2023-03-16,UA,MSP,SEA,N268DL,2100,4,1433,0.0,0
2023-03-16,DL,SEA,DEN,N138DL,0500,4,777,48.6,0
2023-03-16,NK,ATL,MSP,N217DL,1600,4,758,7.4,0
2023-03-16,DL,ATL,BOS,N151DL,1900,4,1298,0.0,0
2023-03-16,B6,SEA,DEN,N332DL,1900,4,1577,44.9,0
2023-03-16,B6,MSP,SEA,N222DL,1400,4,1820,3.5,0
2023-03-16,AA,SEA,DFW,N360DL,1200,4,2164,0.0,0
2023-03-16,WN,MSP,ATL,N397DL,2200,4,1007,23.4,0
2023-03-16,NK,SEA,DEN,N293DL,2000,4,1307,0.0,0
2023-03-16,B6,BOS,DFW,N152DL,1200,4,1777,0.0,0
2023-03-16,NK,MSP,ORD,N386DL,2000,4,2447,0.0,0
2023-03-16,AA,SEA,ORD,N201DL,1100,4,1940,0.0,0
2023-03-16,UA,LAX,BOS,N150DL,1600,4,522,0.0,0
2023-03-16,AA,DFW,ATL,N213DL,1700,4,244,4.2,0
2023-03-16,DL,SEA,JFK,N172DL,0500,4,1867,2.0,0
2023-03-16,AA,MSP,JFK,N181DL,0500,4,483,1.0,0
2023-03-16,AA,DFW,SEA,N362DL,0700,4,2124,57.2,0
2023-03-16,DL,SEA,MIA,N359DL,2200,4,300,0.0,0
2023-03-16,AA,MSP,ATL,N305DL,0900,4,275,0.4,0
2023-03-16,B6,MIA,SEA,N261DL,0500,4,1723,0.0,0
2023-03-16,NK,ORD,ATL,N254DL,1700,4,1870,0.0,0
2023-03-16,NK,LAX,ATL,N256DL,1800,4,2137,0.0,0
2023-03-16,UA,MSP,DEN,N281DL,0700,4,463,0.0,0
2023-03-16,DL,JFK,MSP,N160DL,2100,4,1598,6.5,0
2023-03-16,WN,SEA,ORD,N227DL,0900,4,644,0.0,0
2023-03-16,B6,MSP,DFW,N182DL,1500,4,2223,0.0,0
2023-03-16,NK,MSP,DFW,N222DL,1700,4,2202,0.0,0
2023-03-16,WN,DFW,ATL,N381DL,0500,4,1405,0.0,0
2023-03-16,DL,ATL,LAX,N146DL,0700,4,2293,0.0,0
2023-03-16,DL,MSP,SEA,N123DL,1100,4,1261,0.0,0
2023-03-16,WN,MIA,DEN,N245DL,0500,4,1086,3.7,0
2023-03-16,WN,DEN,BOS,N299DL,0700,4,1604,6.5,0
2023-03-16,AA,LAX,ATL,N346DL,1100,4,2491,0.0,0
2023-03-16,DL,MSP,DFW,N362DL,1900,4,324,7.1,0
2023-03-16,NK,DFW,ATL,N105DL,1100,4,1657,0.1,0
2023-03-16,UA,DEN,LAX,N197DL,2200,4,2306,0.0,0
2023-03-16,UA,MSP,ATL,N157DL,1800,4,290,0.0,0
2023-03-16,B6,SEA,DFW,N248DL,2000,4,1305,0.0,0
2023-03-16,B6,DFW,SEA,N384DL,2000,4,1921,0.0,0
2023-03-16,NK,BOS,MSP,N207DL,1100,4,2218,2.1,0
2023-03-16,DL,ATL,ORD,N315DL,1300,4,1048,0.0,0
2023-03-16,UA,BOS,LAX,N214DL,2100,4,2357,0.0,0
2023-03-16,WN,MSP,BOS,N335DL,2000,4,538,0.9,0
2023-03-16,NK,DEN,MIA,N195DL,2000,4,1382,0.0,0
2023-03-16,NK,DEN,LAX,N201DL,0900,4,1047,1.0,0
2023-03-16,B6,ATL,BOS,N121DL,2200,4,2153,0.0,0
2023-03-16,DL,ORD,SEA,N284DL,0600,4,2297,0.0,0
2023-03-16,WN,DFW,JFK,N105DL,1500,4,1766,1.7,0
2023-03-16,DL,DEN,BOS,N210DL,1800,4,902,0.0,0
2023-03-16,AA,MSP,BOS,N182DL,1200,4,594,0.0,0
2023-03-16,DL,DFW,DEN,N302DL,1400,4,2056,1.0,0
2023-03-16,NK,SEA,ATL,N378DL,2000,4,354,0.0,0
2023-03-16,UA,BOS,DEN,N239DL,1200,4,2196,66.3,0
2023-03-16,UA,SEA,ORD,N359DL,2200,4,1833,3.9,0
2023-03-16,NK,LAX,JFK,N232DL,0800,4,561,0.0,0
2023-03-16,AA,SEA,DFW,N196DL,2100,4,534,0.0,0
2023-03-17,UA,SEA,DFW,N344DL,0500,5,1335,2.5,0
2023-03-17,DL,SEA,BOS,N393DL,1000,5,1292,0.0,0
2023-03-17,AA,BOS,ORD,N332DL,0700,5,1009,0.0,0
2023-03-17,B6,MIA,JFK,N269DL,2100,5,2175,37.0,0
2023-03-17,UA,ATL,JFK,N336DL,0700,5,1346,1.2,0
2023-03-17,DL,MIA,LAX,N111DL,1900,5,901,0.0,0
2023-03-17,WN,ATL,MSP,N161DL,1100,5,1779,0.0,0
2023-03-17,WN,ATL,DEN,N288DL,1500,5,1611,0.0,0
2023-03-17,UA,ORD,MIA,N141DL,0900,5,1156,0.0,0
2023-03-17,AA,JFK,MIA,N372DL,0500,5,583,0.3,0
2023-03-17,NK,DFW,ATL,N363DL,2200,5,1806,0.0,0
2023-03-17,UA,DFW,MSP,N232DL,1100,5,1471,39.0,0
2023-03-17,WN,JFK,LAX,N136DL,0900,5,2279,56.4,0
2023-03-17,NK,JFK,ATL,N219DL,1000,5,1991,7.8,0
2023-03-17,UA,MSP,LAX,N340DL,1100,5,1111,4.4,0
2023-03-17,NK,JFK,BOS,N128DL,0900,5,1454,4.3,0
2023-03-17,AA,SEA,DEN,N213DL,2000,5,2449,0.0,0
2023-03-17,B6,MSP,JFK,N214DL,2100,5,491,2.8,0
2023-03-17,AA,ATL,ORD,N179DL,1800,5,1391,3.2,0
2023-03-17,DL,MSP,ORD,N176DL,0500,5,794,0.0,0
2023-03-17,NK,DFW,BOS,N378DL,1200,5,2104,0.0,0
2023-03-17,B6,DEN,MIA,N342DL,0600,5,641,0.0,0
2023-03-17,NK,DFW,ATL,N294DL,1800,5,997,0.0,0
2023-03-17,AA,SEA,JFK,N116DL,0900,5,836,0.0,0
2023-03-17,AA,MIA,BOS,N208DL,1000,5,2389,0.8,0
2023-03-17,DL,DFW,ORD,N105DL,0500,5,2475,0.0,0
2023-03-17,NK,DEN,ATL,N395DL,1500,5,2304,0.0,0
2023-03-17,UA,SEA,JFK,N200DL,1800,5,1530,0.0,0
2023-03-17,DL,JFK,ATL,N386DL,1000,5,1018,0.5,0
2023-03-17,UA,LAX,ORD,N391DL,1400,5,1341,0.0,0
2023-03-17,WN,BOS,LAX,N389DL,2000,5,1272,4.6,0
2023-03-17,UA,MSP,MIA,N179DL,2100,5,2143,42.7,0
2023-03-17,NK,SEA,DEN,N258DL,0800,5,1776,0.0,0
2023-03-17,UA,MSP,SEA,N364DL,2000,5,864,3.4,0
2023-03-17,WN,MSP,SEA,N256DL,0600,5,1399,50.3,0
2023-03-17,DL,ORD,BOS,N121DL,2000,5,2442,0.0,0
2023-03-17,UA,LAX,MSP,N218DL,1600,5,886,0.0,0
2023-03-17,DL,ATL,ORD,N288DL,0600,5,1353,0.0,0
2023-03-17,B6,MSP,MIA,N235DL,1400,5,1579,0.2,0
2023-03-17,AA,ORD,BOS,N327DL,2000,5,428,0.0,0
2023-03-17,NK,ORD,JFK,N376DL,2200,5,570,0.0,0
2023-03-17,DL,MIA,BOS,N219DL,0500,5,1542,0.0,0
2023-03-17,AA,JFK,MSP,N133DL,2200,5,1249,6.0,0
2023-03-17,B6,MIA,JFK,N257DL,0600,5,1136,0.9,0
2023-03-17,AA,JFK,SEA,N171DL,1500,5,1210,3.5,0
2023-03-17,UA,MIA,LAX,N363DL,1600,5,2136,0.0,0
2023-03-17,UA,SEA,ATL,N357DL,0700,5,1013,0.0,0
2023-03-17,B6,ATL,ORD,N289DL,0900,5,396,0.0,0
2023-03-17,AA,SEA,DFW,N280DL,1800,5,1382,1.2,0
2023-03-17,AA,ORD,DFW,N166DL,1900,5,2101,0.0,0
2023-03-17,UA,MIA,SEA,N278DL,2000,5,2355,10.1,0
2023-03-17,UA,MSP,DFW,N113DL,1300,5,2227,46.5,0
2023-03-17,DL,SEA,ORD,N196DL,1700,5,1210,5.0,0
2023-03-17,AA,LAX,ATL,N333DL,1400,5,2093,7.9,0
2023-03-17,WN,ATL,BOS,N161DL,1200,5,675,0.0,0
2023-03-17,DL,DFW,ATL,N271DL,1800,5,955,0.0,0
2023-03-17,B6,ATL,SEA,N102DL,0700,5,1338,8.2,0
2023-03-17,WN,DEN,MSP,N111DL,2100,5,1764,0.0,0
2023-03-17,NK,DEN,BOS,N129DL,0700,5,2245,0.0,0
2023-03-17,NK,ORD,BOS,N213DL,1800,5,1164,0.0,0
2023-03-17,B6,DEN,ORD,N311DL,2000,5,1780,0.0,0
2023-03-17,NK,JFK,MIA,N127DL,1000,5,586,0.0,0
2023-03-17,NK,SEA,LAX,N339DL,0800,5,2376,14.3,0
2023-03-17,UA,DEN,ATL,N270DL,1000,5,783,0.0,0
2023-03-17,DL,MIA,LAX,N146DL,0900,5,1054,0.0,0
2023-03-17,B6,JFK,MSP,N379DL,1600,5,1988,0.0,0
2023-03-18,DL,BOS,ORD,N152DL,1500,6,412,0.0,0
2023-03-18,B6,DFW,LAX,N110DL,1300,6,669,0.0,0
2023-03-18,WN,SEA,JFK,N168DL,1400,6,993,0.0,0
2023-03-18,AA,LAX,MIA,N397DL,2000,6,2128,5.1,0
2023-03-18,UA,JFK,DFW,N221DL,1600,6,2240,0.0,0
2023-03-18,AA,MSP,ORD,N254DL,0500,6,2488,0.0,0
2023-03-18,B6,ATL,MSP,N296DL,1100,6,2216,18.3,0
2023-03-18,B6,DEN,BOS,N159DL,1000,6,1625,0.5,0
2023-03-18,NK,SEA,MSP,N199DL,1400,6,2124,0.0,0
2023-03-18,WN,MSP,ORD,N272DL,1400,6,625,0.0,0
2023-03-18,AA,ATL,JFK,N118DL,0600,6,2367,3.5,0
2023-03-18,UA,BOS,DEN,N326DL,0600,6,1588,50.4,0
2023-03-18,UA,ORD,MIA,N283DL,0800,6,2476,0.0,0
2023-03-18,B6,BOS,DFW,N103DL,0500,6,1901,0.0,0
2023-03-18,WN,MSP,BOS,N276DL,2000,6,1571,7.5,0
2023-03-18,AA,LAX,MIA,N378DL,0800,6,427,0.0,0
2023-03-18,DL,SEA,ATL,N236DL,2100,6,1746,0.0,0
2023-03-18,WN,BOS,JFK,N350DL,1700,6,2110,0.0,0
2023-03-18,B6,MIA,MSP,N122DL,0800,6,808,0.1,0
2023-03-18,NK,JFK,LAX,N380DL,0700,6,2111,4.2,0
2023-03-18,DL,ORD,DFW,N236DL,2100,6,1032,33.0,0
2023-03-18,WN,MIA,DEN,N208DL,0600,6,1537,0.0,0
2023-03-18,UA,ATL,DFW,N338DL,0900,6,2100,0.0,0
2023-03-18,UA,BOS,LAX,N267DL,2100,6,308,74.7,0
2023-03-18,AA,DEN,LAX,N338DL,1000,6,1234,0.0,0
2023-03-18,AA,DFW,JFK,N108DL,1800,6,2231,0.0,0
2023-03-18,UA,BOS,MIA,N337DL,0500,6,906,1.0,0
2023-03-18,UA,DFW,DEN,N229DL,1800,6,2471,0.0,0
2023-03-18,UA,MSP,JFK,N382DL,0500,6,427,0.0,0
2023-03-18,UA,JFK,DFW,N175DL,2200,6,1167,0.0,0
2023-03-18,B6,MIA,ORD,N269DL,1100,6,2009,0.0,0
2023-03-18,NK,DEN,MSP,N361DL,1700,6,1179,2.6,0
2023-03-18,AA,MSP,SEA,N273DL,1100,6,2435,2.5,0
2023-03-18,WN,MIA,LAX,N361DL,2000,6,1943,0.0,0
2023-03-18,AA,MIA,ATL,N188DL,2200,6,667,0.0,0
2023-03-18,B6,JFK,BOS,N328DL,2200,6,964,0.0,0
2023-03-18,UA,JFK,ATL,N390DL,0900,6,2179,1.2,0
2023-03-18,AA,JFK,MSP,N366DL,2200,6,326,8.1,0
2023-03-18,DL,BOS,MIA,N305DL,0700,6,1666,27.5,0
2023-03-18,UA,SEA,MSP,N395DL,0800,6,751,1.9,0
2023-03-18,NK,ATL,DFW,N184DL,1600,6,456,0.0,0
2023-03-18,AA,ORD,BOS,N231DL,2000,6,685,4.1,0
2023-03-18,DL,MIA,DEN,N219DL,1900,6,2101,0.0,0
2023-03-18,WN,DEN,DFW,N291DL,1000,6,2302,0.0,0
2023-03-18,DL,ORD,JFK,N297DL,1600,6,266,33.7,0
2023-03-18,AA,JFK,DEN,N133DL,1500,6,1916,0.0,0
2023-03-18,DL,LAX,MSP,N236DL,1200,6,478,22.1,0
2023-03-18,DL,LAX,JFK,N228DL,1600,6,2402,3.0,0
2023-03-18,AA,DEN,ATL,N112DL,0600,6,1562,0.0,0
2023-03-18,WN,ORD,DFW,N352DL,0900,6,1279,4.3,0
2023-03-18,NK,LAX,MSP,N113DL,0500,6,627,43.8,0
2023-03-18,B6,BOS,MSP,N115DL,0600,6,1317,0.0,0
2023-03-18,UA,ORD,SEA,N208DL,1100,6,1813,0.0,0
2023-03-18,B6,BOS,DEN,N146DL,0500,6,1361,0.0,0
2023-03-18,NK,LAX,MIA,N278DL,1100,6,752,36.1,0
2023-03-18,WN,JFK,MSP,N204DL,1000,6,2409,0.0,0
2023-03-18,WN,DFW,MSP,N272DL,0700,6,1413,0.0,0
2023-03-18,DL,SEA,DFW,N266DL,2000,6,1264,41.9,0
2023-03-18,NK,BOS,LAX,N112DL,2100,6,2404,0.0,0
2023-03-18,NK,SEA,DFW,N226DL,2100,6,1859,0.0,0
2023-03-18,WN,MIA,JFK,N274DL,1500,6,2484,0.0,0
2023-03-18,WN,DEN,MSP,N318DL,2200,6,1271,0.0,0
2023-03-18,UA,SEA,LAX,N289DL,2100,6,769,48.3,0
2023-03-19,NK,JFK,MSP,N216DL,1700,7,2269,3.1,0
2023-03-19,NK,ORD,BOS,N366DL,1600,7,1481,0.0,0
2023-03-19,AA,LAX,ORD,N195DL,0800,7,1625,0.0,0
2023-03-19,WN,MSP,JFK,N328DL,0600,7,1155,0.4,0
2023-03-19,NK,JFK,MSP,N345DL,0700,7,1017,0.0,0
2023-03-19,DL,LAX,ATL,N327DL,1700,7,2024,1.1,0
2023-03-19,DL,DEN,ORD,N214DL,1100,7,295,25.6,0
2023-03-19,DL,DEN,DFW,N135DL,1200,7,1138,44.6,0
2023-03-19,AA,MIA,ORD,N396DL,1100,7,471,1.0,0
2023-03-19,DL,LAX,DFW,N389DL,1000,7,758,0.0,0
2023-03-19,AA,MSP,DEN,N197DL,1200,7,1675,0.0,0
2023-03-19,DL,DEN,BOS,N377DL,1700,7,1727,0.0,0
2023-03-19,B6,DEN,ATL,N321DL,0900,7,1935,35.7,0
2023-03-19,DL,MIA,LAX,N138DL,0800,7,2190,4.5,0
2023-03-19,NK,DEN,BOS,N254DL,1500,7,1559,0.0,0
2023-03-19,AA,DEN,DFW,N166DL,1700,7,704,0.0,0
2023-03-19,UA,DEN,MSP,N337DL,1500,7,1884,0.0,0
2023-03-19,WN,SEA,BOS,N354DL,1300,7,1809,0.0,0
2023-03-19,DL,MIA,BOS,N263DL,0600,7,435,0.0,0
2023-03-19,B6,SEA,BOS,N279DL,1900,7,1931,0.0,0
2023-03-19,UA,ATL,MSP,N242DL,2000,7,539,0.0,0
2023-03-19,NK,ORD,JFK,N393DL,0700,7,2165,0.4,0
2023-03-19,AA,ATL,JFK,N329DL,0900,7,389,0.0,0
2023-03-19,UA,MSP,DEN,N140DL,0700,7,1062,0.0,0
2023-03-19,WN,MSP,MIA,N350DL,1700,7,925,24.0,0
2023-03-19,NK,MSP,DEN,N213DL,1400,7,2436,0.0,0
2023-03-19,B6,LAX,SEA,N259DL,1800,7,2092,5.0,0
2023-03-19,B6,JFK,SEA,N267DL,1800,7,1462,0.0,0
2023-03-19,B6,BOS,SEA,N322DL,0600,7,459,0.0,0
2023-03-19,AA,SEA,ORD,N348DL,2000,7,870,0.0,0
2023-03-19,AA,SEA,DEN,N167DL,0800,7,1708,0.2,0
2023-03-19,B6,ATL,MSP,N371DL,1800,7,2452,0.0,0
2023-03-19,NK,DEN,ORD,N216DL,0900,7,1501,2.4,0
2023-03-19,WN,ATL,DEN,N122DL,2000,7,1565,0.0,0
2023-03-19,NK,ATL,DFW,N208DL,1600,7,1754,0.0,0
2023-03-19,B6,LAX,ORD,N313DL,1800,7,1169,0.0,0
2023-03-19,B6,DFW,LAX,N214DL,0900,7,713,42.3,0
2023-03-19,DL,ORD,JFK,N361DL,2200,7,1208,24.4,0
2023-03-19,DL,DFW,MIA,N226DL,0600,7,1354,0.0,0
2023-03-19,DL,ORD,BOS,N152DL,1400,7,651,1.1,0
2023-03-19,UA,LAX,MIA,N204DL,1800,7,210,0.8,0
2023-03-19,AA,LAX,DEN,N200DL,1600,7,1984,0.0,0
2023-03-19,DL,JFK,DEN,N103DL,1000,7,1056,0.0,0
2023-03-19,UA,DEN,ATL,N278DL,1200,7,988,6.0,0
2023-03-19,UA,LAX,JFK,N332DL,1600,7,2482,0.0,0
2023-03-19,NK,LAX,BOS,N324DL,1300,7,2035,0.0,0
2023-03-19,AA,MIA,DFW,N227DL,0500,7,399,1.9,0
2023-03-19,AA,LAX,SEA,N335DL,1500,7,1539,4.7,0
2023-03-19,AA,LAX,DEN,N217DL,1200,7,2382,8.9,0
2023-03-19,WN,LAX,BOS,N381DL,2000,7,1900,0.0,0
2023-03-19,AA,ATL,MSP,N327DL,0600,7,2104,0.0,0
2023-03-19,DL,MIA,LAX,N242DL,0800,7,694,3.0,0
2023-03-19,WN,BOS,ATL,N270DL,2000,7,2064,0.0,0
2023-03-19,B6,ATL,ORD,N254DL,1500,7,747,57.8,0
2023-03-19,AA,BOS,JFK,N295DL,2100,7,1229,0.6,0
2023-03-19,AA,BOS,LAX,N266DL,2200,7,1793,0.0,0
2023-03-19,DL,SEA,DEN,N348DL,0800,7,1815,38.8,0
2023-03-19,DL,LAX,ORD,N350DL,0600,7,1230,0.0,0
2023-03-19,WN,DFW,MIA,N252DL,1500,7,1003,0.8,0
2023-03-19,WN,DFW,ORD,N112DL,1600,7,1210,0.1,0
2023-03-19,UA,ATL,LAX,N158DL,0500,7,1283,0.3,0
2023-03-19,UA,DEN,LAX,N221DL,0800,7,1816,2.8,0
2023-03-19,WN,DFW,MIA,N182DL,0800,7,1885,0.0,0
2023-03-19,DL,MIA,BOS,N309DL,1500,7,517,0.0,0
2023-03-19,UA,ORD,MSP,N188DL,1700,7,1810,0.0,0
2023-03-19,DL,BOS,ORD,N279DL,1900,7,558,3.1,0
2023-03-19,DL,MIA,BOS,N283DL,1500,7,1706,0.0,0
2023-03-20,AA,BOS,JFK,N370DL,1400,1,2449,1.1,0
2023-03-20,WN,BOS,MSP,N321DL,1600,1,2466,0.0,0
2023-03-20,WN,DFW,DEN,N191DL,0900,1,1568,0.0,0
2023-03-20,NK,LAX,MSP,N364DL,1300,1,454,2.4,0
2023-03-20,WN,LAX,BOS,N275DL,2100,1,705,0.0,0
2023-03-20,WN,SEA,MIA,N158DL,1300,1,1578,4.4,0
2023-03-20,UA,ORD,SEA,N190DL,1300,1,1672,0.0,0
2023-03-20,DL,MSP,SEA,N350DL,1600,1,277,0.0,0
2023-03-20,B6,ATL,DEN,N350DL,2200,1,1219,0.0,0
2023-03-20,B6,JFK,DFW,N320DL,0900,1,379,0.0,0
2023-03-20,B6,BOS,SEA,N264DL,1900,1,1706,0.7,0
2023-03-20,DL,LAX,JFK,N261DL,1800,1,1905,0.0,0
2023-03-20,WN,MSP,JFK,N143DL,1700,1,1180,55.3,0
2023-03-20,DL,ORD,LAX,N330DL,1400,1,578,0.0,0
2023-03-20,DL,BOS,ORD,N366DL,1300,1,344,0.4,0
2023-03-20,UA,SEA,ATL,N143DL,2100,1,1496,0.0,0
2023-03-20,B6,ORD,DEN,N339DL,1200,1,2234,0.0,0
2023-03-20,UA,LAX,MSP,N146DL,1700,1,703,7.6,0
2023-03-20,UA,BOS,JFK,N212DL,1000,1,2396,0.0,0
2023-03-20,B6,MSP,MIA,N337DL,1000,1,1559,0.0,0
2023-03-20,B6,ORD,ATL,N217DL,0900,1,1740,0.0,0
2023-03-20,NK,JFK,DFW,N233DL,1300,1,806,4.7,0
2023-03-20,WN,LAX,DFW,N132DL,1900,1,966,0.0,0
2023-03-20,B6,JFK,SEA,N300DL,1700,1,2420,0.3,0
2023-03-20,AA,MIA,ATL,N298DL,1200,1,251,0.0,0
2023-03-20,B6,ORD,DEN,N309DL,0700,1,574,0.0,0
2023-03-20,DL,LAX,MSP,N365DL,1100,1,2029,0.4,0
2023-03-20,B6,DFW,ATL,N389DL,1500,1,1273,61.1,0
2023-03-20,DL,DFW,ATL,N196DL,0800,1,1038,3.1,0
2023-03-20,B6,LAX,SEA,N165DL,1500,1,2265,2.5,0
2023-03-20,B6,JFK,DEN,N185DL,0800,1,847,0.0,0
2023-03-20,WN,SEA,MIA,N366DL,2000,1,1397,0.0,0
2023-03-20,DL,SEA,DFW,N242DL,0700,1,1233,3.1,0
2023-03-20,WN,DEN,MIA,N107DL,0600,1,2204,0.0,0
2023-03-20,NK,DEN,LAX,N375DL,2100,1,665,0.0,0
2023-03-20,UA,ATL,SEA,N389DL,1700,1,2491,3.4,0
2023-03-20,WN,JFK,BOS,N252DL,1000,1,2000,0.0,0
2023-03-20,B6,DEN,ATL,N394DL,0500,1,778,0.0,0
2023-03-20,DL,MIA,BOS,N377DL,1100,1,1481,0.0,0
2023-03-20,NK,MSP,MIA,N284DL,2000,1,1985,25.2,0
2023-03-20,NK,BOS,SEA,N204DL,1900,1,362,0.0,0
2023-03-20,WN,ATL,DEN,N194DL,0600,1,997,0.0,0
2023-03-20,NK,DFW,LAX,N226DL,1100,1,389,0.0,0
2023-03-20,WN,MIA,ATL,N214DL,0700,1,1444,49.7,0
2023-03-20,UA,LAX,ORD,N387DL,2200,1,365,0.0,0
2023-03-20,WN,DEN,MIA,N242DL,1800,1,1146,0.0,0
2023-03-20,DL,MIA,DFW,N317DL,0700,1,2259,0.0,0
2023-03-20,AA,BOS,MSP,N150DL,0900,1,1175,0.0,0
2023-03-20,AA,DFW,LAX,N117DL,1800,1,1461,0.0,0
2023-03-20,NK,ORD,SEA,N145DL,2200,1,1847,0.0,0
2023-03-20,DL,ATL,ORD,N307DL,1200,1,1370,0.0,0
2023-03-20,AA,SEA,DFW,N156DL,0900,1,1460,0.0,0
2023-03-20,WN,ORD,JFK,N359DL,0700,1,582,0.0,0
2023-03-20,UA,BOS,LAX,N373DL,1600,1,2344,0.0,0
2023-03-20,DL,DFW,SEA,N105DL,0800,1,410,0.0,0
2023-03-20,WN,JFK,LAX,N190DL,1200,1,2140,2.3,0
2023-03-20,UA,MIA,DEN,N174DL,1700,1,2455,0.0,0
2023-03-20,DL,MSP,DEN,N303DL,1500,1,408,36.8,0
2023-03-20,NK,LAX,SEA,N360DL,2200,1,1944,7.5,0
2023-03-20,NK,LAX,JFK,N213DL,1600,1,373,0.0,0
2023-03-20,AA,ORD,DFW,N106DL,1000,1,1435,1.2,0
2023-03-20,NK,BOS,DFW,N344DL,1000,1,577,0.0,0
2023-03-20,DL,ORD,BOS,N146DL,1700,1,833,0.0,0
2023-03-20,DL,ORD,SEA,N164DL,0900,1,1989,0.0,0
2023-03-20,WN,LAX,ORD,N193DL,2200,1,389,0.0,0
2023-03-20,DL,DFW,BOS,N213DL,1600,1,2010,0.0,0
2023-03-20,WN,JFK,DFW,N325DL,0900,1,1474,4.2,0
2023-03-21,B6,ORD,ATL,N386DL,1900,2,1354,2.8,0
2023-03-21,WN,JFK,SEA,N322DL,0500,2,1801,0.0,0
2023-03-21,B6,MIA,DFW,N101DL,1700,2,2366,0.0,0
2023-03-21,DL,LAX,DFW,N117DL,0600,2,2251,0.4,0
2023-03-21,AA,DFW,ORD,N288DL,1300,2,347,5.0,0
2023-03-21,DL,LAX,DEN,N251DL,0700,2,2449,3.1,0
2023-03-21,NK,ATL,MIA,N253DL,0800,2,213,0.0,0
2023-03-21,AA,MSP,ORD,N267DL,1900,2,1758,5.5,0
2023-03-21,AA,BOS,MSP,N146DL,2100,2,1123,11.6,0
2023-03-21,NK,ORD,MIA,N132DL,1100,2,215,4.5,0
2023-03-21,DL,DEN,MSP,N216DL,1400,2,2259,2.0,0
2023-03-21,NK,ORD,MIA,N151DL,2100,2,919,0.0,0
2023-03-21,DL,SEA,BOS,N355DL,1300,2,511,0.0,0
2023-03-21,NK,LAX,BOS,N174DL,1700,2,1200,0.0,0
2023-03-21,B6,MIA,MSP,N338DL,1900,2,2138,0.0,0
2023-03-21,WN,LAX,BOS,N297DL,1400,2,884,0.0,0
2023-03-21,WN,DFW,BOS,N127DL,0500,2,445,4.3,0
2023-03-21,UA,LAX,MSP,N273DL,0500,2,897,3.5,0
